"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"May 2, 2018",Illinois,"East Saint Louis","1800 block of Division Ave",0,1,N/A
"May 2, 2018",Illinois,Chicago,"6200 block of S California Ave",0,1,N/A
"May 2, 2018","New York",Wyandanch,"Commonwealth Dr",0,2,N/A
"May 2, 2018",Tennessee,Springfield,"Stevenson Ln",1,0,N/A
"May 2, 2018",Illinois,"East Saint Louis","1600 block of Martin Luther King Dr",0,2,N/A
"May 2, 2018",Illinois,Gary,"4200 block of Connecticut St",0,1,N/A
"May 2, 2018",Indiana,Gary,"4800 block of Georgia St",0,1,N/A
"May 2, 2018",Louisiana,"Baton Rouge","4700 block of Cadillac St",0,1,N/A
"May 2, 2018",Texas,Humble,N/A,1,0,N/A
"May 2, 2018",Ohio,Columbus,"3000 block of Westmoor Ct",1,0,N/A
"May 2, 2018",Nebraska,Lincoln,"B St and S 10th St",0,0,N/A
"May 2, 2018",Georgia,Atlanta,"Drummond St SW and Joseph E Lowery Blvd SW",1,1,N/A
"May 2, 2018",Georgia,Rome,"E 2nd Ave and Townview Rd",0,0,N/A
"May 2, 2018","South Dakota",Yankton,N/A,1,0,N/A
"May 2, 2018",Georgia,Brunswick,"2900 block of Newcastle St",0,0,N/A
"May 2, 2018",Alabama,Mobile,"2100 block of Robinson Dr",0,1,N/A
"May 2, 2018",Georgia,Atlanta,"1193 Lee St",0,0,N/A
"May 2, 2018","North Carolina",Wilson,"1700 block of Stantonsburg Road",0,1,N/A
"May 2, 2018",Tennessee,Murfreesboro,"107 S Maney Ave",0,0,N/A
"May 2, 2018","North Carolina",Greensboro,"2101 Finley St",2,0,N/A
"May 2, 2018","North Carolina",Charlotte,"5731 South Blvd",0,1,N/A
"May 2, 2018",California,Escondido,"600 block of North Grape Street",1,0,N/A
"May 2, 2018",California,"La Crescenta","2400 block of Harmony Place",1,0,N/A
"May 2, 2018",Kansas,"Kansas City","Wood Ave and N 24th St",1,0,N/A
"May 2, 2018",Illinois,Quincy,N/A,1,0,N/A
"May 2, 2018",California,Pasadena,"300 block of East Orange Grove Boulevard",0,0,N/A
"May 2, 2018",Illinois,"Argenta (Oakley)","1010 Illini Rd",0,0,N/A
"May 2, 2018",Illinois,Rockford,"200 block of S Vale Ave",0,0,N/A
"May 2, 2018",Virginia,Toano,"2600 block of Little Creek Dam Rd",2,0,N/A
"May 2, 2018",Virginia,Richmond,"2000 block of Creighton Rd",1,0,N/A
"May 2, 2018",Illinois,Rockford,"900 block of Kent St",0,0,N/A
"May 2, 2018",Florida,Bradenton,N/A,0,0,N/A
"May 2, 2018",Louisiana,Sulphur,"Carr Ln",0,1,N/A
"May 2, 2018",Oregon,Hillsboro,"2100 block of NE Montgomery St",0,1,N/A
"May 2, 2018",Florida,"Panama City","2000 block of Natalie Dr",0,0,N/A
"May 2, 2018",Florida,Ocala,"2100 block of SE 73rd St",0,0,N/A
"May 2, 2018",Florida,Sebring,"Whatley Blvd",0,0,N/A
"May 2, 2018",Florida,Orlando,"38th St and Woods Ave",0,1,N/A
"May 2, 2018",Indiana,"Fort Wayne","1700 block of Lake Ave",0,0,N/A
"May 2, 2018",Florida,Cantonment,"1200 block of Woodlake Dr",0,0,N/A
"May 2, 2018",California,Riverside,"Alhambra Avenue",2,0,N/A
"May 2, 2018",Texas,Lubbock,"207 N Martin L King Blvd",0,0,N/A
"May 2, 2018",Florida,Miami,"9300 NW 17th Ave",1,0,N/A
"May 2, 2018",California,Clovis,N/A,0,0,N/A
"May 2, 2018",Florida,Jacksonville,"8050 103rd St",0,1,N/A
"May 2, 2018",Ohio,Canton,"2900 block of Avalon Ave NE",0,0,N/A
"May 2, 2018",Indiana,"South Bend","2000 block of Miami St",0,1,N/A
"May 2, 2018",Pennsylvania,"Wilkes Barre","Wood St and S Main St",0,0,N/A
"May 2, 2018",Alabama,Montgomery,"4200 block of Lawnwood Dr",0,1,N/A
"May 2, 2018",Louisiana,"New Orleans","3100 block of Gravier St",0,1,N/A
"May 2, 2018",Georgia,Columbus,"3400 8th Ave",1,0,N/A
"May 2, 2018",Mississippi,"Moss Point","4827 Tanner St",0,1,N/A
"May 2, 2018",Indiana,Indianapolis,"Central Ave and E 33rd St",0,1,N/A
"May 2, 2018",Nevada,Reno,"1400 block of E 9th St",0,0,N/A
"May 2, 2018",Nevada,Reno,"E 9th St and Montello St",0,2,N/A
"May 2, 2018",Nevada,"Las Vegas","9900 block of W Katie Ave",0,0,N/A
"May 2, 2018",Maryland,"Capitol Heights","4700 block of Omaha St",2,0,N/A
"May 2, 2018",Indiana,Indianapolis,"2000 block of Dexter St",0,1,N/A
"May 2, 2018",Florida,"Boynton Beach","900 block of SW Third St",0,0,N/A
"May 2, 2018",Wisconsin,Milwaukee,"S 39th St and W Oklahoma Ave",0,0,N/A
"May 2, 2018",Alaska,Anchorage,"5th Ave and Gambell St",0,1,N/A
"May 2, 2018",Illinois,Chicago,"2700 block of N Central Park Ave",0,1,N/A
"May 2, 2018",Wisconsin,Madison,"2301 Commercial Ave",0,0,N/A
"May 2, 2018",Florida,Loxahatchee,"12700 block of Kazee Rd",0,0,N/A
"May 2, 2018",Florida,"West Palm Beach","500 block of Sunset Rd",0,0,N/A
"May 2, 2018",Florida,"Fort Pierce","300 block of S 13th St",0,0,N/A
"May 2, 2018",Florida,"Fort Pierce","2600 block of Delaware Ave",0,0,N/A
"May 2, 2018",Illinois,Chicago,"3500 block of W Grenshaw St",1,4,N/A
"May 2, 2018",Missouri,"Saint Louis","3700 block of S Compton Ave",1,0,N/A
"May 2, 2018",Maryland,Baltimore,"50 block of W 20th St",0,1,N/A
"May 2, 2018",Missouri,"Saint Louis","Page Ave and Euclid Ave",1,0,N/A
"May 2, 2018",Alabama,Adamsville,"Downey St and Old Jasper Hwy",0,1,N/A
"May 2, 2018",Wisconsin,Randolph,N/A,0,0,N/A
"May 2, 2018",Illinois,Chicago,"3400 block of W Flournoy St",0,1,N/A
"May 2, 2018",Illinois,Chicago,"5900 block of S Sangamon St",0,1,N/A
"May 2, 2018","North Carolina",Liberty,"8036 Oak Grove Church Road",1,0,N/A
"May 2, 2018",Minnesota,Minneapolis,"2400 block of Ogema Place",0,6,N/A
"May 2, 2018",Ohio,Cleveland,"9300 Wade Park Ave",0,1,N/A
"May 2, 2018",Pennsylvania,Hanover,"300 block of High St",0,0,N/A
"May 2, 2018",Pennsylvania,Pittsburgh,"Herron Ave and Milwaukee St",0,2,N/A
"May 2, 2018",Pennsylvania,Aston,"Bridgewater Rd and Judy Way",1,0,N/A
"May 2, 2018",Pennsylvania,Duquesne,"600 block of Grant St",0,1,N/A
"May 2, 2018",Minnesota,"Saint Paul","600 block of Selby Ave",0,0,N/A
"May 2, 2018",Michigan,Detroit,"Russell St and E Ferry St",0,0,N/A
"May 2, 2018",Michigan,Detroit,"8400 block of Fenkell St",0,0,N/A
"May 2, 2018",Michigan,Detroit,"12700 block of Payton St",0,0,N/A
"May 2, 2018",Illinois,"Mount Vernon","13000 block of E Oakton Rd",0,0,N/A
"May 2, 2018",Michigan,Detroit,"800 block of Longfellow St",0,0,N/A
"May 2, 2018",Michigan,Detroit,"14600 block of Westwood St",0,0,N/A
"May 2, 2018",Michigan,Detroit,"300 block of W Montana St",0,0,N/A
"May 2, 2018",Michigan,Detroit,"Woodmont Ave and Fullerton St",0,0,N/A
"May 2, 2018","New Jersey",Trenton,"800 Greenwood Ave",1,0,N/A
"May 2, 2018","New Jersey",Trenton,"600 block of Martin Luther King Jr Blvd",0,2,N/A
"May 2, 2018",Michigan,Detroit,"3200 block of Ewald Cir",0,0,N/A
"May 2, 2018",Michigan,Detroit,"W Warren Ave and Auburn St",0,0,N/A
"May 2, 2018",Michigan,Detroit,"4800 block of E Nevada St",0,0,N/A
"May 2, 2018",Michigan,Detroit,"Gilchrist St and W 7 Mile Rd",0,1,N/A
"May 2, 2018",Michigan,Detroit,"2900 block of Townsend St",0,0,N/A
"May 2, 2018",Michigan,Jackson,"1st St and Morrell St",0,0,N/A
"May 2, 2018","New Jersey",Buena,"NJ-54 and US-40",0,0,N/A
"May 2, 2018",California,Porterville,"200 block of N Patsy St",0,1,N/A
"May 2, 2018",Maryland,Rockville,"14615 Bauer Dr",0,0,N/A
"May 2, 2018",Louisiana,Opelousas,"South St and Cane St",0,0,N/A
"May 2, 2018","New Jersey","Jersey City","21 Merseles Ct",1,1,N/A
"May 2, 2018",Maryland,Sharpsburg,"17342 Shepherdstown Pike",2,0,N/A
"May 2, 2018","District of Columbia",Washington,"4300 block of Varnum Pl NE",0,0,N/A
"May 2, 2018",Illinois,Chicago,"4100 block of W Madison St",0,1,N/A
"May 2, 2018",Texas,"San Antonio","7207 Snowden Rd",1,1,N/A
"May 2, 2018",Michigan,Kalamazoo,"Woodbury Ave",0,1,N/A
"May 2, 2018",Ohio,Blanchester,"138 Orchard View La",0,1,N/A
"May 2, 2018",Texas,Dallas,"3200 block of Bellville Dr",1,0,N/A
